cleanlab_row_ID,image,pose,eye,expression,cleanlab_is_label_issue,cleanlab_is_ambiguous,cleanlab_is_outlier,cleanlab_action,cleanlab_suggested_label_original,cleanlab_suggested_label_pred,cleanlab_ambiguous_score,cleanlab_outlier_score,cleanlab_predicted_label_prob,cleanlab_predicted_label,cleanlab_top_labels,cleanlab_top_probs
197,choon_left_neutral_sunglasses.png,left,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.992767199,0.471298635,0.317234762,neutral,"[""neutral"", ""happy"", ""angry"", ""sad""]","[0.3172347619512803, 0.2333679024227739, 0.22670719193738836, 0.22269014368855744]"
198,choon_left_sad_open.png,left,open,sad,FALSE,FALSE,FALSE,,,,0.986731719,0.471060097,0.268602708,neutral,"[""neutral"", ""angry"", ""sad"", ""happy""]","[0.26860270822286525, 0.2638817357839421, 0.259790602810011, 0.2077249531831818]"
199,choon_left_sad_sunglasses.png,left,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.981592172,0.525561333,0.277607114,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.2776071136984364, 0.2732349448807388, 0.2516939886671019, 0.1974639527537228]"
200,choon_right_angry_open.png,right,open,angry,TRUE,FALSE,FALSE,unresolved,happy,happy,0.965090769,0.467943251,0.420418315,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.42041831492457354, 0.3205783891045904, 0.1579878608358453, 0.10101543513499066]"
201,choon_right_angry_sunglasses.png,right,sunglasses,angry,TRUE,FALSE,FALSE,unresolved,happy,happy,0.989229348,0.564318895,0.368413975,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.3684139753986253, 0.2914511752344047, 0.19594153785472634, 0.14419331151224363]"
202,choon_right_happy_open.png,right,open,happy,FALSE,FALSE,FALSE,,,,0.996242431,0.381014764,0.348593372,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.3485933723543102, 0.26462979912041174, 0.20290600558373512, 0.18387082294154306]"
203,choon_right_happy_sunglasses.png,right,sunglasses,happy,FALSE,FALSE,FALSE,,,,0.996037104,0.498688817,0.347624241,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.347624240831705, 0.2511608984610451, 0.20777538047412875, 0.19343948023312094]"
204,choon_right_neutral_open.png,right,open,neutral,FALSE,FALSE,FALSE,,,,0.994118322,0.385977507,0.31512773,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.31512773046558035, 0.2393053685643072, 0.2328185995944639, 0.21274830137564849]"
205,choon_right_neutral_sunglasses.png,right,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.989897172,0.477727056,0.306717478,neutral,"[""neutral"", ""angry"", ""sad"", ""happy""]","[0.30671747781466896, 0.24725987886811526, 0.228109490099476, 0.21791315321773977]"
206,choon_right_sad_open.png,right,open,sad,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.992498295,0.520411551,0.310052003,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.3100520025284526, 0.3066188885253698, 0.245451373088424, 0.1378777358577535]"
207,choon_right_sad_sunglasses.png,right,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.992621875,0.569348752,0.297340162,sad,"[""sad"", ""happy"", ""neutral"", ""angry""]","[0.29734016195729057, 0.2861512262630378, 0.22042330569083948, 0.19608530608883218]"
208,choon_straight_angry_open.png,straight,open,angry,TRUE,FALSE,FALSE,unresolved,happy,happy,0.956927245,0.535298049,0.480160994,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.48016099384098815, 0.2310238151107158, 0.17386078974470084, 0.11495440130359523]"
209,choon_straight_angry_sunglasses.png,straight,sunglasses,angry,FALSE,TRUE,FALSE,unresolved,,,0.997678925,0.522239923,0.312147062,happy,"[""happy"", ""angry"", ""neutral"", ""sad""]","[0.31214706167472567, 0.23296398354959696, 0.23140770591357274, 0.22348124886210474]"
210,choon_straight_happy_open.png,straight,open,happy,FALSE,FALSE,FALSE,,,,0.988453956,0.483306646,0.391101415,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.39110141511750907, 0.24132533265993186, 0.18414246848080562, 0.18343078374175334]"
211,choon_straight_happy_sunglasses.png,straight,sunglasses,happy,FALSE,FALSE,FALSE,,,,0.993838024,0.482308865,0.360531347,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.36053134747563, 0.23176478600414638, 0.21010107545096582, 0.19760279106925774]"
212,choon_straight_neutral_open.png,straight,open,neutral,FALSE,FALSE,FALSE,,,,0.97788318,0.571686268,0.300618705,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.3006187053615479, 0.2683674267288731, 0.254075419366171, 0.176938448543408]"
213,choon_straight_neutral_sunglasses.png,straight,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.986200488,0.435560286,0.302299915,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.3022999146572423, 0.25235855041390537, 0.2443411438635977, 0.20100039106525455]"
214,choon_straight_sad_open.png,straight,open,sad,FALSE,FALSE,FALSE,,,,0.990804163,0.50584507,0.277325179,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.27732517912480426, 0.26096919752265907, 0.2422250203330762, 0.2194806030194605]"
215,choon_straight_sad_sunglasses.png,straight,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.974041677,0.554364681,0.322069033,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.32206903265498193, 0.26342691717663624, 0.2187239650005336, 0.19578008516784828]"
216,choon_up_angry_open.png,up,open,angry,TRUE,FALSE,FALSE,unresolved,happy,happy,0.985178308,0.618305087,0.344749749,happy,"[""happy"", ""sad"", ""neutral"", ""angry""]","[0.3447497485654082, 0.2850129417149821, 0.2524982067383971, 0.11773910298121253]"
217,choon_up_angry_sunglasses.png,up,sunglasses,angry,FALSE,TRUE,FALSE,unresolved,,,0.99498542,0.495037258,0.274246851,neutral,"[""neutral"", ""sad"", ""happy"", ""angry""]","[0.2742468508316898, 0.24873929375532766, 0.2396675297104328, 0.2373463257025496]"
218,choon_up_happy_open.png,up,open,happy,FALSE,FALSE,FALSE,,,,0.999592993,0.539222419,0.313784199,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.3137841992027876, 0.2596454570501791, 0.22680567559218615, 0.19976466815484709]"
219,choon_up_happy_sunglasses.png,up,sunglasses,happy,FALSE,FALSE,FALSE,,,,0.997563384,0.439005494,0.335987396,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.3359873958933826, 0.25247328022537313, 0.21024695975437313, 0.2012923641268712]"
220,choon_up_neutral_open.png,up,open,neutral,FALSE,FALSE,FALSE,,,,0.979508754,0.549010634,0.305982442,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.30598244155886034, 0.2917504712163681, 0.2177145108614538, 0.18455257636331782]"
221,choon_up_neutral_sunglasses.png,up,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.99185611,0.481885195,0.3047546,neutral,"[""neutral"", ""sad"", ""happy"", ""angry""]","[0.304754599945806, 0.2502340317400922, 0.22339855459816704, 0.22161281371593478]"
222,choon_up_sad_open.png,up,open,sad,FALSE,FALSE,FALSE,,,,0.959977454,0.715254843,0.368925874,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.36892587436586166, 0.2369664710007071, 0.22268794520947827, 0.17141970942395302]"
223,choon_up_sad_sunglasses.png,up,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.978727498,0.559845448,0.302865703,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.3028657034358044, 0.2642541733649687, 0.23592698767391518, 0.1969531355253119]"
224,danieln_left_angry_open.png,left,open,angry,FALSE,TRUE,FALSE,unresolved,,,0.994405891,0.526452899,0.269705273,neutral,"[""neutral"", ""angry"", ""sad"", ""happy""]","[0.26970527345827466, 0.24627248781935096, 0.24548711111740323, 0.2385351276049711]"
225,danieln_left_angry_sunglasses.png,left,sunglasses,angry,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.959977234,0.460550845,0.425749497,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.4257494968560337, 0.21965297634353914, 0.1774334618735133, 0.17716406492691383]"
226,danieln_left_happy_open.png,left,open,happy,FALSE,FALSE,FALSE,,,,0.999224726,0.516985536,0.315136898,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.3151368984567984, 0.27580733068703983, 0.21967002708771088, 0.18938574376845105]"
227,danieln_left_happy_sunglasses.png,left,sunglasses,happy,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.954606186,0.489887595,0.458309721,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.4583097209789239, 0.25274793101982174, 0.16866956488905574, 0.12027278311219865]"
228,danieln_left_neutral_open.png,left,open,neutral,FALSE,FALSE,FALSE,,,,0.994577432,0.507551968,0.291956277,neutral,"[""neutral"", ""sad"", ""happy"", ""angry""]","[0.29195627698361154, 0.25028697787605997, 0.23602299886245204, 0.22173374627787643]"
229,danieln_left_neutral_sunglasses.png,left,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.995235771,0.410818338,0.289895337,neutral,"[""neutral"", ""sad"", ""happy"", ""angry""]","[0.2898953374336091, 0.24442547968153264, 0.23954803389202278, 0.2261311489928353]"
230,danieln_left_sad_open.png,left,open,sad,TRUE,TRUE,FALSE,unresolved,neutral,neutral,0.993958596,0.633696795,0.275417159,neutral,"[""neutral"", ""angry"", ""sad"", ""happy""]","[0.2754171594067287, 0.24975254515612227, 0.2386865080761587, 0.2361437873609903]"
231,danieln_left_sad_sunglasses.png,left,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.986256553,0.443787694,0.28828145,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.28828145049640846, 0.2735234557315377, 0.23614961560789258, 0.20204547816416132]"
232,danieln_right_angry_open.png,right,open,angry,FALSE,TRUE,FALSE,unresolved,,,0.996429685,0.554054618,0.259687644,happy,"[""happy"", ""sad"", ""neutral"", ""angry""]","[0.2596876443682723, 0.2514654548246174, 0.24841619935780904, 0.2404307014493012]"
233,danieln_right_angry_sunglasses.png,right,sunglasses,angry,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.970862193,0.473459959,0.40004652,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.4000465197573865, 0.21439014361912723, 0.19452273921551078, 0.19104059740797566]"
234,danieln_right_happy_open.png,right,open,happy,FALSE,FALSE,FALSE,,,,0.993697018,0.530678511,0.366388504,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.3663885038813329, 0.23748696940617964, 0.20925860085651332, 0.1868659258559741]"
235,danieln_right_happy_sunglasses.png,right,sunglasses,happy,FALSE,FALSE,FALSE,,,,0.999835336,0.425089598,0.301804087,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.30180408734574815, 0.25753676653862695, 0.22806840259752512, 0.21259074351809992]"
236,danieln_right_neutral_open.png,right,open,neutral,FALSE,FALSE,FALSE,,,,0.997498205,0.458275795,0.287662407,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.287662407096014, 0.25669620934192444, 0.24602298193587224, 0.2096184016261895]"
237,danieln_right_neutral_sunglasses.png,right,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.997187916,0.49442935,0.266281998,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.26628199799595487, 0.25605146149695823, 0.2429126286645286, 0.23475391184255825]"
238,danieln_right_sad_open.png,right,open,sad,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.97417951,0.409945965,0.411538275,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.41153827522453373, 0.2564311619224328, 0.18163273281054623, 0.15039783004248722]"
239,danieln_right_sad_sunglasses.png,right,sunglasses,sad,TRUE,TRUE,FALSE,unresolved,neutral,neutral,0.996198073,0.390308201,0.278841246,neutral,"[""neutral"", ""sad"", ""happy"", ""angry""]","[0.27884124572518576, 0.24678615352435396, 0.2459157172353813, 0.22845688351507906]"
240,danieln_straight_angry_open.png,straight,open,angry,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.966372136,0.543597996,0.41446253,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.4144625295648673, 0.3112372044780669, 0.14698584375765913, 0.12731442219940667]"
241,danieln_straight_angry_sunglasses.png,straight,sunglasses,angry,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.975044867,0.625317812,0.363787323,neutral,"[""neutral"", ""sad"", ""happy"", ""angry""]","[0.363787322851989, 0.2696971416277803, 0.18887387289368018, 0.1776416626265506]"
242,danieln_straight_happy_open.png,straight,open,happy,FALSE,FALSE,FALSE,,,,0.985155956,0.608358622,0.403520116,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.4035201158875732, 0.2327294576419335, 0.18655087907758952, 0.1771995473929037]"
243,danieln_straight_neutral_open.png,straight,open,neutral,FALSE,FALSE,FALSE,,,,0.999081578,0.588853359,0.291888889,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.29188888898982995, 0.28739295086975664, 0.21162322093607314, 0.20909493920434047]"
244,danieln_straight_neutral_sunglasses.png,straight,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.99491676,0.543192446,0.299888236,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.2998882363137492, 0.23898046361855377, 0.23766535413235232, 0.22346594593534472]"
245,danieln_straight_sad_open.png,straight,open,sad,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.974843975,0.514678955,0.40748421,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.4074842100186922, 0.27253670309332345, 0.17393449432585628, 0.14604459256212823]"
246,danieln_straight_sad_sunglasses.png,straight,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.990527978,0.588641405,0.283254184,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.283254183891804, 0.26096094992723484, 0.23833751509212298, 0.21744735108883825]"
247,danieln_up_angry_open.png,up,open,angry,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.978295083,0.60706979,0.342457153,neutral,"[""neutral"", ""sad"", ""happy"", ""angry""]","[0.34245715267483, 0.2927788866093027, 0.20350852726501958, 0.1612554334508477]"
248,danieln_up_angry_sunglasses.png,up,sunglasses,angry,FALSE,TRUE,FALSE,unresolved,,,0.996230568,0.580433369,0.256386153,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.2563861528896369, 0.25415375657596495, 0.24595383757236391, 0.24350625296203424]"
249,danieln_up_happy_open.png,up,open,happy,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.986664327,0.67181313,0.304268971,neutral,"[""neutral"", ""sad"", ""happy"", ""angry""]","[0.3042689713773976, 0.3011338252620424, 0.23146862092004555, 0.16312858244051445]"
250,danieln_up_happy_sunglasses.png,up,sunglasses,happy,FALSE,FALSE,FALSE,,,,0.996953975,0.624909997,0.306883616,happy,"[""happy"", ""angry"", ""sad"", ""neutral""]","[0.30688361603972625, 0.23523114665728848, 0.23431545761304035, 0.22356977968994485]"
251,danieln_up_neutral_open.png,up,open,neutral,FALSE,FALSE,FALSE,,,,0.99761215,0.620762348,0.268637647,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.26863764697015297, 0.2587718161686792, 0.2528536423180913, 0.2197368945430765]"
252,danieln_up_neutral_sunglasses.png,up,sunglasses,neutral,FALSE,TRUE,FALSE,unresolved,,,0.997399873,0.564701557,0.26283689,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.2628368904697128, 0.2545013416505963, 0.25052099016303675, 0.2321407777166541]"
253,danieln_up_sad_open.png,up,open,sad,FALSE,TRUE,FALSE,unresolved,,,0.999057948,0.596709847,0.285562784,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.2855627841861628, 0.25099772655578245, 0.23531037645522762, 0.22812911280282705]"
254,danieln_up_sad_sunglasses.png,up,sunglasses,sad,FALSE,TRUE,FALSE,unresolved,,,0.999209808,0.569935322,0.292778635,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.2927786346530965, 0.25282944491398784, 0.23018651296273204, 0.22420540747018367]"
255,glickman_left_angry_open.png,left,open,angry,FALSE,FALSE,FALSE,,,,0.952872432,0.842295408,0.369764575,angry,"[""angry"", ""sad"", ""happy"", ""neutral""]","[0.36976457485234976, 0.2632511143111187, 0.20203244944607596, 0.1649518613904557]"
256,glickman_left_angry_sunglasses.png,left,sunglasses,angry,FALSE,FALSE,FALSE,,,,0.920240741,0.848104358,0.401522605,angry,"[""angry"", ""sad"", ""neutral"", ""happy""]","[0.40152260494966774, 0.2955455970362828, 0.15622384027139127, 0.14670795774265832]"
257,glickman_left_happy_open.png,left,open,happy,FALSE,FALSE,FALSE,,,,0.993641549,0.863589048,0.365552954,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.36555295375830726, 0.2481909553374925, 0.19458703486400594, 0.19166905604019424]"
258,glickman_left_happy_sunglasses.png,left,sunglasses,happy,FALSE,FALSE,FALSE,,,,0.999579072,0.74239105,0.293922461,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.2939224608445638, 0.2807160203026736, 0.2127227742454225, 0.21263874460734014]"
259,glickman_left_neutral_open.png,left,open,neutral,FALSE,FALSE,FALSE,,,,0.984586058,0.729071796,0.337327704,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.33732770442453913, 0.24045142222051136, 0.22051530105447822, 0.20170557230047126]"
260,glickman_left_neutral_sunglasses.png,left,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.98445229,0.736775875,0.319087273,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.31908727345833016, 0.25335261404722603, 0.2311235141671536, 0.19643659832729027]"
261,glickman_left_sad_open.png,left,open,sad,TRUE,FALSE,FALSE,unresolved,neutral,neutral,0.985166466,0.773005962,0.374276713,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.3742767125920276, 0.24727230097684366, 0.20679079159101132, 0.17166019484011738]"
262,glickman_left_sad_sunglasses.png,left,sunglasses,sad,FALSE,FALSE,TRUE,unresolved,,,0.971023137,0.917746186,0.323455032,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.32345503214533805, 0.2619453110133962, 0.23455982228264827, 0.18003983455861763]"
263,glickman_right_angry_open.png,right,open,angry,FALSE,FALSE,FALSE,,,,0.945248015,0.86411792,0.378126208,angry,"[""angry"", ""sad"", ""happy"", ""neutral""]","[0.37812620761556404, 0.272154252032693, 0.18073712295286537, 0.16898241739887757]"
264,glickman_right_angry_sunglasses.png,right,sunglasses,angry,FALSE,FALSE,FALSE,,,,0.970685492,0.833139241,0.337448563,angry,"[""angry"", ""sad"", ""happy"", ""neutral""]","[0.3374485628552523, 0.25166936869928547, 0.21284429007258257, 0.19803777837287972]"
265,glickman_right_happy_open.png,right,open,happy,FALSE,FALSE,FALSE,,,,0.991383026,0.786285996,0.353852862,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.35385286186542975, 0.30084260422979325, 0.1735430211567207, 0.1717615127480563]"
266,glickman_right_happy_sunglasses.png,right,sunglasses,happy,FALSE,FALSE,FALSE,,,,0.997759911,0.771622956,0.2793591,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.27935910013508, 0.24567971369423405, 0.24476948636754353, 0.23019169980314252]"
267,glickman_right_neutral_open.png,right,open,neutral,FALSE,FALSE,FALSE,,,,0.990546045,0.746111035,0.326496265,neutral,"[""neutral"", ""sad"", ""happy"", ""angry""]","[0.32649626507453644, 0.23208752832110616, 0.22366229319780395, 0.21775391340655342]"
268,glickman_right_neutral_sunglasses.png,right,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.981819193,0.801814616,0.334578333,neutral,"[""neutral"", ""angry"", ""sad"", ""happy""]","[0.3345783330844579, 0.24269468234392225, 0.2299662359401321, 0.19276074863148776]"
269,glickman_right_sad_sunglasses.png,right,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.979581524,0.879178822,0.296062486,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.29606248629635656, 0.267191716995848, 0.23966596642958485, 0.1970798302782106]"
270,glickman_straight_angry_sunglasses.png,straight,sunglasses,angry,FALSE,FALSE,TRUE,unresolved,,,0.958398773,0.924256444,0.324625682,angry,"[""angry"", ""sad"", ""happy"", ""neutral""]","[0.324625681539469, 0.30791338311374805, 0.18770785323289343, 0.17975308211388966]"
271,glickman_straight_happy_open.png,straight,open,happy,FALSE,FALSE,TRUE,unresolved,,,0.990649193,0.925572574,0.374122146,happy,"[""happy"", ""sad"", ""neutral"", ""angry""]","[0.37412214642499675, 0.21288985382973322, 0.2111883582018058, 0.2017996415434644]"
272,glickman_straight_happy_sunglasses.png,straight,sunglasses,happy,FALSE,FALSE,FALSE,,,,0.99899505,0.872977972,0.319330788,happy,"[""happy"", ""neutral"", ""sad"", ""angry""]","[0.31933078757056466, 0.2458227352200178, 0.2272740157805784, 0.20757246142883928]"
273,glickman_straight_neutral_open.png,straight,open,neutral,FALSE,FALSE,FALSE,,,,0.96862417,0.855088592,0.301524089,neutral,"[""neutral"", ""sad"", ""angry"", ""happy""]","[0.30152408948561804, 0.29673946589821304, 0.24480783414477789, 0.15692861047139092]"
274,glickman_straight_neutral_sunglasses.png,straight,sunglasses,neutral,TRUE,FALSE,TRUE,unresolved,sad,sad,0.985890901,0.889470339,0.303278797,sad,"[""sad"", ""neutral"", ""angry"", ""happy""]","[0.30327879661253454, 0.26988665424130903, 0.21636841738583962, 0.21046613176031684]"
275,glickman_straight_sad_open.png,straight,open,sad,FALSE,FALSE,TRUE,unresolved,,,0.948743218,0.89072901,0.373535401,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.3735354008342674, 0.2612046332457121, 0.2131392798178903, 0.1521206861021303]"
276,glickman_straight_sad_sunglasses.png,straight,sunglasses,sad,FALSE,FALSE,TRUE,unresolved,,,0.970206994,0.884592235,0.333635615,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.3336356152182599, 0.25684387032972006, 0.22516658803566572, 0.18435392641635445]"
277,glickman_up_angry_open.png,up,open,angry,FALSE,FALSE,FALSE,,,,0.936898009,0.866416395,0.360829609,angry,"[""angry"", ""sad"", ""neutral"", ""happy""]","[0.36082960905201894, 0.3111033824775714, 0.17506450244581054, 0.15300250602459894]"
278,glickman_up_angry_sunglasses.png,up,sunglasses,angry,TRUE,FALSE,FALSE,unresolved,happy,happy,0.969940545,0.856298208,0.353155109,happy,"[""happy"", ""sad"", ""angry"", ""neutral""]","[0.35315510886213203, 0.2620424079490627, 0.25526596495233617, 0.129536518236469]"
279,glickman_up_happy_open.png,up,open,happy,FALSE,FALSE,FALSE,,,,0.980829507,0.8175807,0.401523675,happy,"[""happy"", ""angry"", ""sad"", ""neutral""]","[0.40152367480668566, 0.2109927727210586, 0.20702532380807068, 0.18045822866418515]"
280,glickman_up_happy_sunglasses.png,up,sunglasses,happy,FALSE,FALSE,FALSE,,,,0.967572721,0.852736235,0.405645921,happy,"[""happy"", ""angry"", ""sad"", ""neutral""]","[0.4056459212594889, 0.24868625123074198, 0.20453387733110587, 0.14113395017866331]"
281,glickman_up_neutral_open.png,up,open,neutral,TRUE,FALSE,FALSE,unresolved,sad,sad,0.972080326,0.739012003,0.346118254,sad,"[""sad"", ""neutral"", ""angry"", ""happy""]","[0.34611825367763216, 0.27693071196419633, 0.19156862728531102, 0.1853824070728604]"
282,glickman_up_neutral_sunglasses.png,up,sunglasses,neutral,FALSE,FALSE,FALSE,,,,0.997081614,0.768273175,0.260510257,neutral,"[""neutral"", ""happy"", ""sad"", ""angry""]","[0.26051025714813614, 0.2574505429356429, 0.25582052965418806, 0.22621867026203296]"
283,glickman_up_sad_open.png,up,open,sad,FALSE,FALSE,FALSE,,,,0.969198218,0.825715601,0.317226467,sad,"[""sad"", ""angry"", ""neutral"", ""happy""]","[0.3172264668787951, 0.27892673155569103, 0.22360127796303625, 0.18024552360247773]"
284,glickman_up_sad_sunglasses.png,up,sunglasses,sad,FALSE,FALSE,FALSE,,,,0.986814048,0.803622425,0.278449363,sad,"[""sad"", ""angry"", ""happy"", ""neutral""]","[0.27844936316397506, 0.26896744479020707, 0.2463912001972352, 0.20619199184858256]"
285,karyadi_left_angry_open.png,left,open,angry,FALSE,TRUE,FALSE,unresolved,,,0.996473185,0.641864657,0.263576234,happy,"[""happy"", ""angry"", ""neutral"", ""sad""]","[0.2635762339913809, 0.2532588516896454, 0.2522074072690646, 0.23095750704990897]"
286,karyadi_left_angry_sunglasses.png,left,sunglasses,angry,FALSE,FALSE,FALSE,,,,0.991390978,0.573718667,0.282953882,angry,"[""angry"", ""happy"", ""sad"", ""neutral""]","[0.28295388219370193, 0.2617735247158177, 0.22900916925211115, 0.22626342383836914]"
287,karyadi_left_happy_open.png,left,open,happy,FALSE,FALSE,FALSE,,,,0.997216783,0.644611716,0.324429447,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.3244294468833298, 0.24653606730435654, 0.23200270420701086, 0.19703178160530285]"
288,karyadi_left_happy_sunglasses.png,left,sunglasses,happy,TRUE,FALSE,FALSE,unresolved,angry,angry,0.970415586,0.762862802,0.310846567,angry,"[""angry"", ""sad"", ""happy"", ""neutral""]","[0.3108465667285522, 0.29088132283053275, 0.20877787827770863, 0.18949423216320652]"
289,karyadi_left_neutral_open.png,left,open,neutral,TRUE,FALSE,FALSE,unresolved,happy,happy,0.986228022,0.562549174,0.371049501,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.37104950136152287, 0.30166989874822686, 0.17614052651172712, 0.1511400733785232]"
290,karyadi_left_neutral_sunglasses.png,left,sunglasses,neutral,FALSE,TRUE,FALSE,unresolved,,,0.996866398,0.600223541,0.307708296,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.3077082964923922, 0.2851059575519736, 0.22674102919399053, 0.18044471676164373]"
291,karyadi_left_sad_open.png,left,open,sad,TRUE,TRUE,FALSE,unresolved,happy,happy,0.997665975,0.622087717,0.322688663,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.3226886632830139, 0.2474701175485908, 0.2294956787039083, 0.20034554046448705]"
292,karyadi_left_sad_sunglasses.png,left,sunglasses,sad,TRUE,TRUE,FALSE,unresolved,happy,happy,0.997293461,0.591668963,0.311779084,happy,"[""happy"", ""neutral"", ""angry"", ""sad""]","[0.31177908401786136, 0.24553389044923685, 0.2423404067451949, 0.2003466187877069]"
293,karyadi_right_angry_open.png,right,open,angry,FALSE,FALSE,FALSE,,,,0.982023279,0.777616024,0.296407093,angry,"[""angry"", ""sad"", ""neutral"", ""happy""]","[0.29640709300907814, 0.2614602402629699, 0.22707765912204933, 0.21505500760590265]"
294,karyadi_right_angry_sunglasses.png,right,sunglasses,angry,FALSE,FALSE,FALSE,,,,0.987287655,0.681869626,0.294495723,angry,"[""angry"", ""happy"", ""sad"", ""neutral""]","[0.29449572333164287, 0.24128027291227627, 0.23980077595277946, 0.22442322780330137]"
295,karyadi_right_happy_open.png,right,open,happy,TRUE,FALSE,FALSE,unresolved,sad,sad,0.99249731,0.773788989,0.294628209,sad,"[""sad"", ""happy"", ""neutral"", ""angry""]","[0.2946282086996143, 0.27312693349158496, 0.21961109931262576, 0.21263375849617488]"
296,karyadi_right_neutral_open.png,right,open,neutral,FALSE,FALSE,FALSE,,,,0.99470957,0.62417984,0.263996897,neutral,"[""neutral"", ""angry"", ""happy"", ""sad""]","[0.2639968967966004, 0.25716899297261625, 0.24607032707309143, 0.23276378315769194]"
